Title,_287661cb_URL,Image,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9,Image3
This Flat In 40 No. North Patenga Ward Is Up For Rent With An Area Of 700 Sq. ft,https://www.bproperty.com/en/property/details-4192417.html,https://images-cdn.bproperty.com/thumbnails/1294871-400x300.jpeg,BDT,10 Thousand,"Hossain Ahmed Para, 40 No. North Patenga Ward, Patenga, Chattogram",Apartment,2,1,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
We Are Happy To Present This Modern 800 Sq Ft Apartment In Bayazid,https://www.bproperty.com/en/property/details-5124453.html,https://images-cdn.bproperty.com/thumbnails/1293773-400x300.jpeg,BDT,16 Thousand,"Bangladesh Co-operative Housing Society, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Well-fitted Apartment Is Here Sited At East Nasirabad Featuring 800 Sq Ft Space For Rent,https://www.bproperty.com/en/property/details-3198997.html,https://images-cdn.bproperty.com/thumbnails/1232910-400x300.jpeg,BDT,14 Thousand,"East Nasirabad, Chattogram",Apartment,2,2,800 sqft, Call, Email,
This convenient 1800 SQ FT residential apartment is coming up to get rented at Oxygen,https://www.bproperty.com/en/property/details-3752500.html,,BDT,18 Thousand,"Koylar Ghar, Oxygen, Bayazid, Chattogram",Apartment,3,3,"1,800 sqft", Call, Email,
A 1000 Sq Ft Flat For Rent Nearby Nasirabad Government High School In East Nasirabad.,https://www.bproperty.com/en/property/details-2037301.html,,BDT,17 Thousand,"C & B Colony, East Nasirabad, Chattogram",Apartment,2,1,"1,000 sqft", Call, Email,
"Flat For Rent In Double Mooring , Karnaphuly Abashik Elaka.",https://www.bproperty.com/en/property/details-1885919.html,,BDT,11 Thousand,"Karnaphuly Abashik Elaka, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Find 850 SQ FT flat available for rent in Shahid Nagar near to Bayazid,https://www.bproperty.com/en/property/details-1748310.html,https://images-cdn.bproperty.com/thumbnails/650209-400x300.jpeg,BDT,10 Thousand,"Shahid Nagar, Bayazid, Chattogram",Apartment,2,2,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Convenient 1000 Sq Ft Residential Flat Is Prepared To Be Rented At Double Mooring Nearby Taspia Circle,https://www.bproperty.com/en/property/details-1739480.html,https://images-cdn.bproperty.com/thumbnails/674618-400x300.jpeg,BDT,12 Thousand,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1050 Sq Ft Apartment With Decent Rooms Is Ready To Rent At 17 No West Bakalia Ward,https://www.bproperty.com/en/property/details-3526408.html,https://images-cdn.bproperty.com/thumbnails/1470632-400x300.jpeg,BDT,13 Thousand,"Nirapod Housing Society, 17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,"1,050 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"This 1550 Square Feet Apartment Is Ready To Rent At Nasirabad, 15 No. Bagmoniram Ward",https://www.bproperty.com/en/property/details-3282555.html,https://images-cdn.bproperty.com/thumbnails/1470573-400x300.jpeg,BDT,28 Thousand,"O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"1,550 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
For The Lifestyle You Deserve – 1220 Sq Ft Home For Rent In 26 No. North Halishahar Ward,https://www.bproperty.com/en/property/details-3705190.html,https://images-cdn.bproperty.com/thumbnails/1470580-400x300.jpeg,BDT,24 Thousand,"Road No 1, Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,220 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Reside conveniently in this well-constructed 1400 SQ FT flat for rent in 31 No. Alkoron Ward,https://www.bproperty.com/en/property/details-5415380.html,https://images-cdn.bproperty.com/thumbnails/1440605-400x300.jpeg,BDT,35 Thousand,"31 No. Alkoron Ward, Chattogram",Apartment,4,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
1050 Square feet well-constructed apartment is available in Dewan Bazar for rental purpose,https://www.bproperty.com/en/property/details-5264130.html,https://images-cdn.bproperty.com/thumbnails/1301097-400x300.jpeg,BDT,19 Thousand,"Khalifa Potty, Ghat Farhat Beg, Dewan Bazar, Bakalia, Chattogram",Apartment,3,3,"1,050 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Find 1400 SQ FT nice flat available to Rent in East Nasirabad,https://www.bproperty.com/en/property/details-2075232.html,https://images-cdn.bproperty.com/thumbnails/962865-400x300.jpeg,BDT,20 Thousand,"Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,3,2,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Very Well-fitted Home Is Here Sited At Kalamia Bazar-18 No. East Bakalia Ward Featuring 1150 Sq Ft Space For Rent.,https://www.bproperty.com/en/property/details-4688432.html,https://images-cdn.bproperty.com/thumbnails/1480037-400x300.jpeg,BDT,10 Thousand,"Kalamia Bazar, 18 No. East Bakalia Ward, Bakalia, Chattogram",Apartment,3,2,"1,150 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Experience Residing In This 900 Sq Ft Home For Rent In Rupali Residential Area-4 No Chandgaon Ward.,https://www.bproperty.com/en/property/details-3527660.html,https://images-cdn.bproperty.com/thumbnails/1477660-400x300.jpeg,BDT,12 Thousand,"Rupali Residential Area, 4 No Chandgaon Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,
An Apartment Of 1200 Sq. Ft For Rent Is All Set For You To Settle In 31 No. Alkoron Ward.,https://www.bproperty.com/en/property/details-5415389.html,,BDT,30 Thousand,"31 No. Alkoron Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
Apartment for Rent in Jamal Khan nearby Brac Bank ATM,https://www.bproperty.com/en/property/details-1987280.html,,BDT,14 Thousand,"Jamal Khan, Chattogram",Apartment,2,2,"1,100 sqft", Call, Email,
This Flat Is Now Vacant For Rent In New Mooring Close To Barister Sultan Ahamed Chowdhury Degree College,https://www.bproperty.com/en/property/details-1968717.html,,BDT,6.5 Thousand,"New Mooring, Halishahar, Chattogram",Apartment,1,1,520 sqft, Call, Email,
"This 850 SQ Ft apartment up for rent in Bayazid, near Delowar Company Jame Masjid.",https://www.bproperty.com/en/property/details-1897327.html,,BDT,8 Thousand,"Shahid Nagar, Bayazid, Chattogram",Apartment,2,2,850 sqft, Call, Email,
A Small Sized 800 Sq Ft Rental Flat Is Available At Hlishahaar Near To Youth Training Center,https://www.bproperty.com/en/property/details-1743413.html,,BDT,13.5 Thousand,"Halishahar, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Budget Friendly 1200 Sq Ft Residential Flat Is Ready For Rent At Double Mooring Area Nearby Bashundhara Baitul Mawla Jame Masjid,https://www.bproperty.com/en/property/details-1722192.html,https://images-cdn.bproperty.com/thumbnails/724392-400x300.jpeg,BDT,12 Thousand,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Start a new home, in this 1400 SQ FT apartment for rent in 31 No. Alkoron Ward",https://www.bproperty.com/en/property/details-5415378.html,https://images-cdn.bproperty.com/thumbnails/1440587-400x300.jpeg,BDT,35 Thousand,"31 No. Alkoron Ward, Chattogram",Apartment,4,3,"1,400 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Comfortable and well-designed apartment of 1000 SQ FT in Bayazid for rent,https://www.bproperty.com/en/property/details-5324283.html,https://images-cdn.bproperty.com/thumbnails/1440507-400x300.jpeg,BDT,12 Thousand,"Paharika R/A, Raufabad Residential Area, Bayazid, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Express Your Individuality At This 900 Sq. ft Apartment Which Is Vacant For Rent In The Location Of C & B Gas Colony.,https://www.bproperty.com/en/property/details-4748290.html,https://images-cdn.bproperty.com/thumbnails/1142924-400x300.jpeg,BDT,12 Thousand,"4 No Chandgaon Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"In This Serene Neighborhood Of Dakshin Kattali , A 1100 Sq. Ft Flat Is Vacant For Rent.",https://www.bproperty.com/en/property/details-3150864.html,https://images-cdn.bproperty.com/thumbnails/1043495-400x300.jpeg,BDT,12 Thousand,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Offering You A Nice Flat For Rent In Jangalpara Near Hamzarbag Primary School,https://www.bproperty.com/en/property/details-1961254.html,https://images-cdn.bproperty.com/thumbnails/203670-400x300.jpeg,BDT,12 Thousand,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Near Halishahar Thana, See This Pleasant 3 Bedroom Flat For Rent In Halishahar",https://www.bproperty.com/en/property/details-1958500.html,https://images-cdn.bproperty.com/thumbnails/153404-400x300.jpeg,BDT,25 Thousand,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,550 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Apartment for Rent in Halishahar nearby Halishahar Thana,https://www.bproperty.com/en/property/details-1958499.html,https://images-cdn.bproperty.com/thumbnails/153430-400x300.jpeg,BDT,25 Thousand,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,550 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Check This Apartment Up For Rent At South Agrabad Near CDA Central Mosque.,https://www.bproperty.com/en/property/details-1923722.html,https://images-cdn.bproperty.com/thumbnails/266805-400x300.jpeg,BDT,20 Thousand,"CDA Residential Area, South Agrabad, Double Mooring, Chattogram",Apartment,3,3,"1,133 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A 900 Sq Ft Residential Flat Is Vacant For Rent At Sholokbahar Area Nearby Bahaddarhat Pond,https://www.bproperty.com/en/property/details-1724140.html,https://images-cdn.bproperty.com/thumbnails/719896-400x300.jpeg,BDT,12 Thousand,"Arakan Housing Society Road, Sholokbahar, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A budget friendly 1140 SQ FT residential flat is ready for rent at West Sholoshohor area nearby Azad Community Center,https://www.bproperty.com/en/property/details-1716630.html,https://images-cdn.bproperty.com/thumbnails/733048-400x300.jpeg,BDT,13 Thousand,"Jangalpara, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,2,"1,140 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Choose your destination, 1400 SQ FT flat which is available for rent in Panchlaish near to Sunshine Grammar School & College",https://www.bproperty.com/en/property/details-1715360.html,https://images-cdn.bproperty.com/thumbnails/734724-400x300.jpeg,BDT,23 Thousand,"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,
"In 7 No. West Sholoshohor Ward-2 No. Railway Gate, A Standard Flat Is For Rent",https://www.bproperty.com/en/property/details-5451526.html,,BDT,35 Thousand,"7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,
Make Your Urban Life Easier By Renting This 1100 Sq Ft Flat In Shyamol Chhaya Residential Area,https://www.bproperty.com/en/property/details-5014690.html,,BDT,14 Thousand,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,
"We Can Aid To Your Search Of Renting A Flat Of 1100 Sq Ft In Bayazid, Chadra Nagar, Shyamol Chhaya Residential Area",https://www.bproperty.com/en/property/details-5014689.html,,BDT,14 Thousand,"Shyamol Chhaya Residential Area, Chadra Nagar, Bayazid, Chattogram",Apartment,3,3,"1,100 sqft", Call, Email,
This 2150 Sq Ft Apartment With 3 Bedrooms Is Ready To Rent In 15 No. Bagmoniram Ward,https://www.bproperty.com/en/property/details-3520709.html,,BDT,35 Thousand,"Hillview Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,3,"2,150 sqft", Call, Email,
"Fairly Adequate Apartment Of 800 Sq Ft Is Ready For Rent In Hill View R/A, Block A",https://www.bproperty.com/en/property/details-4695947.html,,BDT,12 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,2,2,800 sqft, Call, Email,
"Start residing in this 1200 SQ FT, properly developed apartment for rent, in 31 No. Alkoron Ward",https://www.bproperty.com/en/property/details-5415375.html,,BDT,30 Thousand,"31 No. Alkoron Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
Well-developed 1400 SQ FT Residence up for rent in 31 No. Alkoron Ward Near to Firingi Bazar,https://www.bproperty.com/en/property/details-5415390.html,,BDT,35 Thousand,"31 No. Alkoron Ward, Chattogram",Apartment,4,3,"1,400 sqft", Call, Email,
A Very Well-fitted Home Is Here Sited At Alkoron Featuring 1200 Sq Ft Space For Rent.,https://www.bproperty.com/en/property/details-5415379.html,,BDT,30 Thousand,"31 No. Alkoron Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email,
"Residential Apartment Of 1050 Sq Ft Is Up For Rent In Double Mooring, Chattogram",https://www.bproperty.com/en/property/details-3514721.html,,BDT,16 Thousand,"East Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,2,"1,050 sqft", Call, Email,
"Looking For A Tasteful Home To Rent In Panchlaish, Check This One",https://www.bproperty.com/en/property/details-3203508.html,,BDT,30 Thousand,"Sugandha Residential Area, Panchlaish, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email,
"Available In Green View Residential Area, A 800 Sq. ft -2 Bedroom Apartment For Rent.",https://www.bproperty.com/en/property/details-3940613.html,https://images-cdn.bproperty.com/thumbnails/1279162-400x300.jpeg,BDT,10.5 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,800 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Your Desired Large 3 Bedroom Home In 12 No. Sarai Para Ward Is Now Vacant For Rent,https://www.bproperty.com/en/property/details-4536619.html,https://images-cdn.bproperty.com/thumbnails/1262357-400x300.jpeg,BDT,12.5 Thousand,"Saraipara, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Available For Rental Purpose, This 900 Sq Ft Apartment In East Nasirabad",https://www.bproperty.com/en/property/details-5108503.html,https://images-cdn.bproperty.com/thumbnails/1253564-400x300.jpeg,BDT,15 Thousand,"Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
We Bring You A Nice And Distinct 2 Bedroom Residential Place For Rent In Green View R/a.,https://www.bproperty.com/en/property/details-3149919.html,https://images-cdn.bproperty.com/thumbnails/1113102-400x300.jpeg,BDT,12.5 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
760 Sq Ft Flat Is Available To Rent At Double Mooring,https://www.bproperty.com/en/property/details-3442139.html,https://images-cdn.bproperty.com/thumbnails/1097229-400x300.jpeg,BDT,10.5 Thousand,"Double Mooring, Chattogram",Apartment,2,2,760 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Comfortability All Around In This 1050 Sq. Ft Kaibalyadham Housing Society Flat Which Is Up For Rent.,https://www.bproperty.com/en/property/details-4731281.html,https://images-cdn.bproperty.com/thumbnails/1080924-400x300.jpeg,BDT,14 Thousand,"Bissaw colony, Kaibalyadham Housing Society, 9 No. North Pahartali Ward, Chattogram",Apartment,3,2,"1,050 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Properly Designed This 1050 Square Feet Home Is Now Up For Rent In Kaibalyadham Housing Society .,https://www.bproperty.com/en/property/details-4731278.html,https://images-cdn.bproperty.com/thumbnails/1080923-400x300.jpeg,BDT,14 Thousand,"Bissaw colony, Kaibalyadham Housing Society, 9 No. North Pahartali Ward, Chattogram",Apartment,3,2,"1,050 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Your Desired Large 3 Bedroom Home In Kaibalyadham Housing Society Is Now Vacant For Rent,https://www.bproperty.com/en/property/details-4731282.html,,BDT,14 Thousand,"Bissaw colony, Kaibalyadham Housing Society, 9 No. North Pahartali Ward, Chattogram",Apartment,3,2,"1,050 sqft", Call, Email,
"Strongly Constructed Living Property Is Available To Rent In Bissaw Colony, North Pahartali",https://www.bproperty.com/en/property/details-3780377.html,,BDT,11 Thousand,"Bissaw colony, Kaibalyadham Housing Society, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,"1,065 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Structurally Well Set Living Property For Rent Is Available In Sholokbahar.,https://www.bproperty.com/en/property/details-3949904.html,https://images-cdn.bproperty.com/thumbnails/1077440-400x300.jpeg,BDT,10 Thousand,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",Apartment,2,1,850 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
2-bedroom Living Property In Excellent Condition Is Up For Rent In The Location Of Shahi R/a,https://www.bproperty.com/en/property/details-3950528.html,https://images-cdn.bproperty.com/thumbnails/1077442-400x300.jpeg,BDT,11 Thousand,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",Apartment,2,2,970 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Be the tenant of this 950 SQ FT residential flat vacant for rent at 17 No West Bakalia Ward,https://www.bproperty.com/en/property/details-3971828.html,https://images-cdn.bproperty.com/thumbnails/1044781-400x300.jpeg,BDT,12.5 Thousand,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,950 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Well Organized Flat Of 1000 Sq Ft Is Vacant For Rent In Green View Residential Area,https://www.bproperty.com/en/property/details-3667996.html,https://images-cdn.bproperty.com/thumbnails/1034761-400x300.jpeg,BDT,12 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Take rent of a nicely done 900 SQ FT residential flat located at Bakalia, Deputy Road",https://www.bproperty.com/en/property/details-4833850.html,https://images-cdn.bproperty.com/thumbnails/1016265-400x300.jpeg,BDT,10 Thousand,"Korom Para, 6 No East Sholoshohor Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"If You Want To Reside In Dakshin Kattali, Check This 700 Sq Ft Flat Which Is Up For Rent",https://www.bproperty.com/en/property/details-2098647.html,https://images-cdn.bproperty.com/thumbnails/1014061-400x300.jpeg,BDT,10.5 Thousand,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,2,2,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"Reside Conveniently In This Well Constructed Flat For Rent In Hamjarbag , Near Sonali Bank Limited",https://www.bproperty.com/en/property/details-2097037.html,https://images-cdn.bproperty.com/thumbnails/1008167-400x300.jpeg,BDT,12 Thousand,"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",Apartment,3,2,"1,150 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"In An Urban Location And Reasonable Price, See This 1050 Sq. Ft Flat Is Available For Rent In Shahi Residential Area, Badurtala .",https://www.bproperty.com/en/property/details-2083134.html,https://images-cdn.bproperty.com/thumbnails/1002275-400x300.jpeg,BDT,10 Thousand,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",Apartment,2,2,"1,050 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
An Apartment Of 760 Sq Ft Is Waiting For Rent,https://www.bproperty.com/en/property/details-2084929.html,https://images-cdn.bproperty.com/thumbnails/990274-400x300.jpeg,BDT,10 Thousand,"Bashundhara Residential Area, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,760 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Grab This 1100 Sq Ft Beautiful Flat Is Vacant For Rent In Agrabad Golden Complex,https://www.bproperty.com/en/property/details-2084186.html,,BDT,13.5 Thousand,"Agrabad Golden Complex, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,3,2,"1,100 sqft", Call, Email,
A 2 Bedroom And 800 Sq Ft Comfortable Flat For Rent In Shahi Residential Area,https://www.bproperty.com/en/property/details-2083135.html,,BDT,10 Thousand,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",Apartment,2,1,800 sqft, Call, Email,
"In The Location Of Halishahar Housing Estate, A 3 Bedroom Comfortable Apartment Is Up To Rent",https://www.bproperty.com/en/property/details-2082317.html,,BDT,16 Thousand,"Road No 2, Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email,
Offering you well constructed 770 SQ FT apartment to Rent in Double Mooring,https://www.bproperty.com/en/property/details-2067284.html,,BDT,13 Thousand,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,770 sqft, Call, Email,
"At Bakalia, 950 Sq Ft Nice Flat Up For Rent Near Shopno Mega Mart",https://www.bproperty.com/en/property/details-2066929.html,,BDT,12 Thousand,"17 No West Bakalia Ward, Bakalia, Chattogram",Apartment,2,2,950 sqft, Call, Email,
Grab A 950 Sq Ft Flat For Rent At Hamjarbag,https://www.bproperty.com/en/property/details-2066118.html,,BDT,10 Thousand,"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,950 sqft, Call, Email,
"Close To Hamzarbag Primary School, An Apartment For Rent Is Available In Hamjarbag",https://www.bproperty.com/en/property/details-2064726.html,,BDT,15 Thousand,"Hamjarbag, 7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,"1,150 sqft", Call, Email,
Nice 900 Sq Ft Flat Is Available To Rent In Korom Para Very Close To Hazrat Achi Shah Majar Sharif,https://www.bproperty.com/en/property/details-2063916.html,,BDT,11.5 Thousand,"Korom Para, 6 No East Sholoshohor Ward, Bakalia, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Worthy 920 SQ FT Residential Apartment is ready to Rent at West Sholoshohor Ward,https://www.bproperty.com/en/property/details-2055835.html,https://images-cdn.bproperty.com/thumbnails/904060-400x300.jpeg,BDT,11 Thousand,"7 No. West Sholoshohor Ward, Chattogram",Apartment,2,2,920 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
This Large 1300 Sq. Ft Flat In Mohammad Pur Road With A Convenient Price Is Up For Rent,https://www.bproperty.com/en/property/details-2048843.html,https://images-cdn.bproperty.com/thumbnails/882069-400x300.jpeg,BDT,15 Thousand,"7 No. West Sholoshohor Ward, Chattogram",Apartment,3,3,"1,300 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Rightly Planned 2 Bedroom Flat Is Found For Rent In Shurovi Residential Area,https://www.bproperty.com/en/property/details-2048349.html,https://images-cdn.bproperty.com/thumbnails/880700-400x300.jpeg,BDT,10 Thousand,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,2,2,700 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"For Family, 740 Sq Ft Flat For Rent At Muhuri Para Road, Gulbag R/a",https://www.bproperty.com/en/property/details-2041514.html,https://images-cdn.bproperty.com/thumbnails/857824-400x300.jpeg,BDT,10 Thousand,"Gulbag Residential Area, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,740 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
770 SQ FT flat is now to rent in Double Mooring,https://www.bproperty.com/en/property/details-2040287.html,https://images-cdn.bproperty.com/thumbnails/854426-400x300.jpeg,BDT,10 Thousand,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,1,770 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
900 Sq. Ft. Flat In Bahaddarhat Is Ready For Rent,https://www.bproperty.com/en/property/details-1941728.html,https://images-cdn.bproperty.com/thumbnails/129327-400x300.jpeg,BDT,9 Thousand,"West Farida Para, Bahaddarhat, 4 No Chandgaon Ward, Chattogram",Apartment,2,2,900 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Offering You A 1280 Sq Ft Flat For Rent In Kunjachaya Residential Area Near Kunjachaya Jame Masjid,https://www.bproperty.com/en/property/details-2013405.html,https://images-cdn.bproperty.com/thumbnails/770689-400x300.jpeg,BDT,15 Thousand,"Kunjachaya Residential Area, Bayazid, Chattogram",Apartment,3,3,"1,280 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Rent This 2 Bedroom Flat At Rongipara Near Rongipara Fish Market,https://www.bproperty.com/en/property/details-2012929.html,https://images-cdn.bproperty.com/thumbnails/769319-400x300.jpeg,BDT,11 Thousand,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,"1,000 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
Ready 1230 SQ FT flat is now to Rent in Sholoshohor nearby Sholoshohor Jame Masjid,https://www.bproperty.com/en/property/details-2010268.html,https://images-cdn.bproperty.com/thumbnails/762017-400x300.jpeg,BDT,16 Thousand,"7 No. West Sholoshohor Ward, Chattogram",Apartment,3,2,"1,230 sqft", Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
"In The Location Of Double Mooring, 2 Bedroom Apartment Is Up To Rent Near Muhuri Para Jame Masjid.",https://www.bproperty.com/en/property/details-2004969.html,https://images-cdn.bproperty.com/thumbnails/47998-400x300.jpeg,BDT,12 Thousand,"24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,2,2,760 sqft, Call, Email,https://images-cdn.bproperty.com/thumbnails/2-240x180.jpeg
A Rightly Planned 2 Bedroom Flat Is Found For Rent In Double Mooring Nearby Noya Bazar,https://www.bproperty.com/en/property/details-2004195.html,https://images-cdn.bproperty.com/thumbnails/52206-400x300.jpeg,BDT,12.5 Thousand,"25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,2,2,800 sqft, Call, Email,
